Player_ID,Player_rating_Elo,n_games
random,938.7914813174856,800
NA_RL,1104.8678130684698,800
PhongMinhAnh,1173.1734891985227,800
NA_ifelse,1211.6701495304292,800
Phongcu,1292.309565601534,800
M_Anh,1336.2875512515952,800
Hieu,1342.8999500319524,800
